Restaurant Name,Full Address,City,Michelin Rating,Price Range Text,Cuisine Type,URL,Latitude,Longitude,Review,Award
Upstairs (at Trinity),"4 The Polygon, Clapham, London, SW4 0JG, GBR",London,Bib Gourmand,A moderate spend,Modern Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/upstairs-at-trinity,51.4634928,-0.1415253,"{'@type': 'Review', 'datePublished': '2025-02-10T02:24', 'name': 'Upstairs (at Trinity)', 'description': 'Joy and generosity are the tent-poles of this casual sharing plates restaurant situated above its slightly more formal and luxurious sibling. The open-plan kitchen is the focus of the intimate ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Provender,"17 High Street, Redbridge, London, E11 2AA, GBR",London,Bib Gourmand,A moderate spend,French,https://guide.michelin.com/en/greater-london/london/restaurant/provender,51.5799878,0.0236499,"{'@type': 'Review', 'datePublished': '2025-02-10T02:24', 'name': 'Provender', 'description': '¡®A little piece of France in Wanstead¡¯ is the tagline at this busy and welcoming neighbourhood bistro ? and it certainly delivers on the promise. The extensive menu is a roll-call of classic ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Padella,"6 Southwark Street, Borough Market, London, SE1 1TQ, GBR",London,Bib Gourmand,On a budget,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/padella,51.505121,-0.0898596,"{'@type': 'Review', 'datePublished': '2025-02-10T02:24', 'name': 'Padella', 'description': ""It's not hard to see why this perennially popular pasta spot is so busy. The chefs make their pasta fresh every morning ready for a new wave of hungry customers to enjoy, then cook it with ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Smokestak,"35 Sclater Street, Shoreditch, London, E1 6LB, GBR",London,Bib Gourmand,A moderate spend,Meats and Grills,https://guide.michelin.com/en/greater-london/london/restaurant/smokestak,51.5236675,-0.072901,"{'@type': 'Review', 'datePublished': '2025-02-10T02:23', 'name': 'Smokestak', 'description': ""The Smokestak formula is simple: expertly cooked meats, wallet-friendly prices and a buoyant atmosphere ? what more could you want? The beef brisket exemplifies their approach; it's a simple dish,..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
St. JOHN Bread and Wine,"94-96 Commercial Street, Spitalfields, London, E1 6LZ, GBR",London,Bib Gourmand,A moderate spend,Traditional British,https://guide.michelin.com/en/greater-london/london/restaurant/st-john-bread-and-wine,51.5196914,-0.0743226,"{'@type': 'Review', 'datePublished': '2025-02-10T02:23', 'name': 'St. JOHN Bread and Wine', 'description': 'There is an appealingly stripped-back quality to both the food and the d?cor at this well-priced St. JOHN spin-off. The highly seasonal menu offers dishes that are perfect for sharing, and the ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Westerns Laundry,"34 Drayton Park, Holloway, London, N5 1PB, GBR",London,Bib Gourmand,A moderate spend,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/westerns-laundry,51.551702,-0.1075123,"{'@type': 'Review', 'datePublished': '2025-02-10T02:23', 'name': 'Westerns Laundry', 'description': 'There is a whole lot to enjoy from the daily blackboard menus at this relaxed, understated operation. Both the d?cor and the cooking have a rustic edge to them, with the latter British-based, ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
The Barbary,"16 Neal¡¯s Yard, Covent Garden, London, WC2H 9DP, GBR",London,Bib Gourmand,A moderate spend,North African,https://guide.michelin.com/en/greater-london/london/restaurant/barbary,51.51455,-0.12632,"{'@type': 'Review', 'datePublished': '2025-02-10T02:23', 'name': 'The Barbary', 'description': ""The fire-centric cooking of our ancestors provides much of the inspiration for this moody yet charming restaurant tucked away in Neal's Yard. All guests cosy up at the zinc-topped counter, ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Popolo,"26 Rivington Street, Shoreditch, London, EC2A 3DU, GBR",London,Bib Gourmand,A moderate spend,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/popolo,51.5260492,-0.0821058,"{'@type': 'Review', 'datePublished': '2025-02-10T02:23', 'name': 'Popolo', 'description': 'You can either sit at the ground-floor counter surrounding the open kitchen, or opt for a table in the cosy upstairs room at this fun and popular Shoreditch spot. The d?cor is understated but the ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Empire Empire,"16 All Saints Road, Notting Hill, London, W11 1HH, GBR",London,Bib Gourmand,A moderate spend,Indian,https://guide.michelin.com/en/greater-london/london/restaurant/empire-empire,51.5180143,-0.2036855,"{'@type': 'Review', 'datePublished': '2025-02-10T02:22', 'name': 'Empire Empire', 'description': 'From the people behind the Gunpowder restaurants comes this neighbourhood spot specialising in cuisines from across Punjab and Northwest India. Expect plenty of biryani and kebabs on a menu that¡¯s...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
The Hero,"55 Shirland Road, Maida Vale, London, W9 2JD, GBR",London,Bib Gourmand,A moderate spend,Traditional Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/the-hero,51.5243387,-0.188812,"{'@type': 'Review', 'datePublished': '2025-02-10T02:21', 'name': 'The Hero', 'description': 'Maida Vale residents hit the jackpot when the owners of Notting Hill¡¯s The Pelican and The Bull in Charlbury chose this neighbourhood for the location for their third venture. The Hero is like a ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Bao,"53 Lexington Street, Soho, London, W1F 9AS, GBR",London,Bib Gourmand,On a budget,Taiwanese,https://guide.michelin.com/en/greater-london/london/restaurant/bao,51.5132537,-0.13654,"{'@type': 'Review', 'datePublished': '2025-02-10T02:19', 'name': 'Bao', 'description': 'There are now several branches of this very likeable Taiwanese chain spread across the capital, but this was the first one to open back in 2015. It¡¯s still run with the same enthusiasm and ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Kateh,"5 Warwick Place, Little Venice, London, W9 2PX, GBR",London,Bib Gourmand,A moderate spend,Persian,https://guide.michelin.com/en/greater-london/london/restaurant/kateh,51.5220669,-0.183753,"{'@type': 'Review', 'datePublished': '2025-02-10T02:18', 'name': 'Kateh', 'description': 'It¡¯s wise to book ahead if you want to join the Little Venice locals who have long known what a jewel they have in the form of this buzzy, busy Persian restaurant; be sure ask for the ground floor...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Palomar,"34 Rupert Street, Soho, London, W1D 6DN, GBR",London,Bib Gourmand,A moderate spend,Middle Eastern,https://guide.michelin.com/en/greater-london/london/restaurant/palomar,51.511258,-0.132765,"{'@type': 'Review', 'datePublished': '2025-02-10T02:18', 'name': 'Palomar', 'description': 'The flavours of Jerusalem have found a home in the heart of London¡¯s theatreland, thanks to this stylish and deservedly popular restaurant. A zinc kitchen counter runs back to an intimate, ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Artusi,"161 Bellenden Road, Southwark, London, SE15 4DH, GBR",London,Bib Gourmand,A moderate spend,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/artusi,51.4666764,-0.0727785,"{'@type': 'Review', 'datePublished': '2025-02-10T02:18', 'name': 'Artusi', 'description': ""Peckham may not be the first place you expect to find the spirit of Italian cooking alive and well, but there's no denying the straightforward joys to be found at this enthusiastically run ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Plaquemine Lock,"139 Graham Street, Islington, London, N1 8LB, GBR",London,Bib Gourmand,A moderate spend,Creole,https://guide.michelin.com/en/greater-london/london/restaurant/plaquemine-lock,51.5326532,-0.1004633,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Plaquemine Lock', 'description': 'A unique and very colourful pub named after a small city in Louisiana and with a menu centred around Creole and Cajun traditions. Dishes like gumbo with okra, blackened chicken, and crawfish with ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Primeur,"116 Petherton Road, Canonbury, London, N5 2RT, GBR",London,Bib Gourmand,A moderate spend,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/primeur,51.5543915,-0.0900885,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Primeur', 'description': ""There's something so appealing about the simplicity of a restaurant like Primeur. A proper neighbourhood operation, it comes with stripped-back d?cor, a handwritten blackboard menu and a relaxed, ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Farang,"72 Highbury Park, Highbury, London, N5 2XE, GBR",London,Bib Gourmand,A moderate spend,Thai,https://guide.michelin.com/en/greater-london/london/restaurant/farang557348,51.5570116,-0.0977828,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Farang', 'description': 'It¡¯s easy to understand why Farang is so popular; it¡¯s an immensely likeable restaurant serving generous and heartwarming recipes from all regions of Thailand ? and even with overly eager ordering...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
manteca,"49-51 Curtain Road, Shoreditch, London, EC2A 3PT, GBR",London,Bib Gourmand,A moderate spend,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/manteca-1199276,51.5240402,-0.0804723,"{'@type': 'Review', 'datePublished': '2025-02-10T02:16', 'name': 'manteca', 'description': 'Certain restaurants make you feel like you¡¯ve made the right decision as soon as you walk in the door ? and manteca is one of them. It¡¯s always busy, always full of life and always run with a calm...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Kricket,"12 Denman Street, Soho, London, W1D 7HH, GBR",London,Bib Gourmand,A moderate spend,Indian,https://guide.michelin.com/en/greater-london/london/restaurant/kricket,51.5107688,-0.1353635,"{'@type': 'Review', 'datePublished': '2025-02-10T02:14', 'name': 'Kricket', 'description': 'Kricket now boasts four branches across London, but this Soho spot was its original permanent home after its pop-up origins. The counter in front of the open kitchen dominates the room and is huge...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Kudu,"119 Queen's Road, Peckham, London, SE15 2EZ, GBR",London,Bib Gourmand,A moderate spend,South African,https://guide.michelin.com/en/greater-london/london/restaurant/kudu,51.4738574,-0.0594382,"{'@type': 'Review', 'datePublished': '2025-02-10T02:13', 'name': 'Kudu', 'description': ""You'll receive a wonderful welcome at this enormously appealing neighbourhood restaurant where a room-full of contented diners fill the air with a vibrant energy. Start with the mouth-watering ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Gunpowder Spitalfields,"11 White's Row, Spitalfields, London, E1 7NF, GBR",London,Bib Gourmand,A moderate spend,Indian,https://guide.michelin.com/en/greater-london/london/restaurant/gunpowder,51.5182811,-0.0747543,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Gunpowder Spitalfields', 'description': ""While there are now Gunpowders in multiple London locations, it's this small, sweetly run spot that started it all. Unassuming from the outside, it's a loud, buzzing place once you're in, sporting..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
